trackname,composer,milliseconds,bytes,unitprice,albumtitle,artistname,mediatypename,genrename,invoicedate,billingaddress,billingcity,billingstate,billingcountry,billingpostalcode,invoicetotal,customerfirstname,customerlastname,customeraddress,customercity,customerstate,customercountry,invoicelinequantity,invoicelineunitprice,Day,Month,Year
Wasting Love,Bruce Dickinson/Janick Gers,347846,5566464,0.99,A Real Live One,Iron Maiden,MPEG audio file,Metal,2022-09-18,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,unknown,Austria,1010,8.91,Astrid,Gruber,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,unknown,Austria,1,0.99,18,9,2022
Ghost Of The Navigator,Bruce Dickinson/Janick Gers/Steve Harris,410070,16404608,0.99,Brave New World,Iron Maiden,MPEG audio file,Rock,2022-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,23,9,2022
Wildest Dreams,Adrian Smith/Steve Harris,232777,9312384,0.99,Dance Of Death,Iron Maiden,MPEG audio file,Heavy Metal,2022-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,23,9,2022
Age Of Innocence,David Murray/Steve Harris,370468,14823478,0.99,Dance Of Death,Iron Maiden,MPEG audio file,Heavy Metal,2022-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,23,9,2022
Chains Of Misery,Bruce Dickinson/David Murray,217443,8700032,0.99,Fear Of The Dark,Iron Maiden,MPEG audio file,Rock,2022-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,23,9,2022
05 - Phantom of the Opera,Steve Harris,428016,10276872,0.99,Iron Maiden,Iron Maiden,MPEG audio file,Blues,2022-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,23,9,2022
Genghis Khan,Steve Harris,187141,4493440,0.99,Killers,Iron Maiden,MPEG audio file,Heavy Metal,2022-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,23,9,2022
The Trooper,Harris,268878,6455255,0.99,Live After Death,Iron Maiden,MPEG audio file,Metal,2022-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,23,9,2022
Running Free,Harris/Di Anno,204617,4912986,0.99,Live After Death,Iron Maiden,MPEG audio file,Metal,2022-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,23,9,2022
From Here To Eternity,unknown,284447,6831163,0.99,Live At Donington 1992 (Disc 1),Iron Maiden,MPEG audio file,Rock,2022-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,23,9,2022
Heaven Can Wait,unknown,440555,10577743,0.99,Live At Donington 1992 (Disc 2),Iron Maiden,MPEG audio file,Rock,2022-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,23,9,2022
Holy Smoke,Bruce Dickinson/Steve Harris,229459,3672064,0.99,No Prayer For The Dying,Iron Maiden,MPEG audio file,Metal,2022-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,23,9,2022
Where Eagles Dare,Steve Harris,369554,5914624,0.99,Piece Of Mind,Iron Maiden,MPEG audio file,Metal,2022-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,23,9,2022
Aces High,Harris,269531,6472088,0.99,Powerslave,Iron Maiden,MPEG audio file,Metal,2022-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,23,9,2022
The Wicker Man,Adrian Smith/Bruce Dickinson/Steve Harris,281782,11272320,0.99,Rock In Rio [CD1],Iron Maiden,MPEG audio file,Metal,2022-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,23,9,2022
The Number Of The Beast,Steve Harris,300434,12022107,0.99,Rock In Rio [CD2],Iron Maiden,MPEG audio file,Rock,2022-10-01,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,0.99,Edward,Francis,230 Elgin Street,Ottawa,ON,Canada,1,0.99,1,10,2022
Hallowed Be Thy Name,Steve Harris,443977,17760384,0.99,Rock In Rio [CD2],Iron Maiden,MPEG audio file,Rock,2022-10-14,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,1.98,Martha,Silk,194A Chain Lake Drive,Halifax,NS,Canada,1,0.99,14,10,2022
Sanctuary,David Murray/Paul Di'Anno/Steve Harris,317335,12695680,0.99,Rock In Rio [CD2],Iron Maiden,MPEG audio file,Rock,2022-10-14,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,1.98,Martha,Silk,194A Chain Lake Drive,Halifax,NS,Canada,1,0.99,14,10,2022
Moonchild,Adrian Smith; Bruce Dickinson,340767,8179151,0.99,Seventh Son of a Seventh Son,Iron Maiden,MPEG audio file,Metal,2022-10-14,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,1.98,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,14,10,2022
Can I Play With Madness,Adrian Smith; Bruce Dickinson; Steve Harris,211043,5067867,0.99,Seventh Son of a Seventh Son,Iron Maiden,MPEG audio file,Metal,2022-10-14,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,1.98,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,14,10,2022
Seventh Son of a Seventh Son,Steve Harris,593580,14249000,0.99,Seventh Son of a Seventh Son,Iron Maiden,MPEG audio file,Metal,2022-10-15,"Rua dos Campeões Europeus de Viena, 4350",Porto,unknown,Portugal,0,3.96,Madalena,Sampaio,"Rua dos Campeões Europeus de Viena, 4350",Porto,unknown,Portugal,1,0.99,15,10,2022
The Clairvoyant,Adrian Smith; Bruce Dickinson; Steve Harris,267023,6411510,0.99,Seventh Son of a Seventh Son,Iron Maiden,MPEG audio file,Metal,2022-10-15,"Rua dos Campeões Europeus de Viena, 4350",Porto,unknown,Portugal,0,3.96,Madalena,Sampaio,"Rua dos Campeões Europeus de Viena, 4350",Porto,unknown,Portugal,1,0.99,15,10,2022
Caught Somewhere in Time,Steve Harris,445779,10701149,0.99,Somewhere in Time,Iron Maiden,MPEG audio file,Metal,2022-10-15,"Rua dos Campeões Europeus de Viena, 4350",Porto,unknown,Portugal,0,3.96,Madalena,Sampaio,"Rua dos Campeões Europeus de Viena, 4350",Porto,unknown,Portugal,1,0.99,15,10,2022
Sea of Madness,Adrian Smith,341995,8210695,0.99,Somewhere in Time,Iron Maiden,MPEG audio file,Metal,2022-10-15,"Rua dos Campeões Europeus de Viena, 4350",Porto,unknown,Portugal,0,3.96,Madalena,Sampaio,"Rua dos Campeões Europeus de Viena, 4350",Porto,unknown,Portugal,1,0.99,15,10,2022
De Ja Vu,David Murray/Steve Harris,296176,7113035,0.99,Somewhere in Time,Iron Maiden,MPEG audio file,Metal,2022-10-16,"4, Rue Milton",Paris,unknown,France,75009,5.94,Camille,Bernard,"4, Rue Milton",Paris,unknown,France,1,0.99,16,10,2022
Gangland,Adrian Smith/Clive Burr/Steve Harris,228440,3202866,0.99,The Number of The Beast,Iron Maiden,MPEG audio file,Metal,2022-10-16,"4, Rue Milton",Paris,unknown,France,75009,5.94,Camille,Bernard,"4, Rue Milton",Paris,unknown,France,1,0.99,16,10,2022
The Number Of The Beast,Steve Harris,293407,11737216,0.99,The Number of The Beast,Iron Maiden,MPEG audio file,Rock,2022-10-16,"4, Rue Milton",Paris,unknown,France,75009,5.94,Camille,Bernard,"4, Rue Milton",Paris,unknown,France,1,0.99,16,10,2022
Man On The Edge,Blaze Bayley/Janick Gers,253413,10137728,0.99,The X Factor,Iron Maiden,MPEG audio file,Rock,2022-10-16,"4, Rue Milton",Paris,unknown,France,75009,5.94,Camille,Bernard,"4, Rue Milton",Paris,unknown,France,1,0.99,16,10,2022
Judgement Of Heaven,Steve Harris,312476,12501120,0.99,The X Factor,Iron Maiden,MPEG audio file,Rock,2022-10-16,"4, Rue Milton",Paris,unknown,France,75009,5.94,Camille,Bernard,"4, Rue Milton",Paris,unknown,France,1,0.99,16,10,2022
The Unbeliever,Janick Gers/Steve Harris,490422,19617920,0.99,The X Factor,Iron Maiden,MPEG audio file,Rock,2022-10-16,"4, Rue Milton",Paris,unknown,France,75009,5.94,Camille,Bernard,"4, Rue Milton",Paris,unknown,France,1,0.99,16,10,2022
The Educated Fool,Steve Harris,404767,16191616,0.99,Virtual XI,Iron Maiden,MPEG audio file,Rock,2022-10-19,Erzsébet krt. 58.,Budapest,unknown,Hungary,H-1073,8.91,Ladislav,Kovács,Erzsébet krt. 58.,Budapest,unknown,Hungary,1,0.99,19,10,2022
Out Of Sight,Ted Wright,143725,4711323,0.99,Sex Machine,James Brown,MPEG audio file,R&B/Soul,2022-10-19,Erzsébet krt. 58.,Budapest,unknown,Hungary,H-1073,8.91,Ladislav,Kovács,Erzsébet krt. 58.,Budapest,unknown,Hungary,1,0.99,19,10,2022
Get Up (I Feel Like Being A) Sex Machine,Bobby Byrd/James Brown/Ron Lenhoff,316551,10498031,0.99,Sex Machine,James Brown,MPEG audio file,R&B/Soul,2022-10-19,Erzsébet krt. 58.,Budapest,unknown,Hungary,H-1073,8.91,Ladislav,Kovács,Erzsébet krt. 58.,Budapest,unknown,Hungary,1,0.99,19,10,2022
It's Too Funky In Here,Brad Shapiro/George Jackson/Robert Miller/Walter Shaw,239072,7973979,0.99,Sex Machine,James Brown,MPEG audio file,R&B/Soul,2022-10-19,Erzsébet krt. 58.,Budapest,unknown,Hungary,H-1073,8.91,Ladislav,Kovács,Erzsébet krt. 58.,Budapest,unknown,Hungary,1,0.99,19,10,2022
Too Young To Die,"Smith, Toby",365818,12391660,0.99,Emergency On Planet Earth,Jamiroquai,MPEG audio file,Rock,2022-10-19,Erzsébet krt. 58.,Budapest,unknown,Hungary,H-1073,8.91,Ladislav,Kovács,Erzsébet krt. 58.,Budapest,unknown,Hungary,1,0.99,19,10,2022
Blow Your Mind,"Smith, Toby",512339,17089176,0.99,Emergency On Planet Earth,Jamiroquai,MPEG audio file,Rock,2022-10-19,Erzsébet krt. 58.,Budapest,unknown,Hungary,H-1073,8.91,Ladislav,Kovács,Erzsébet krt. 58.,Budapest,unknown,Hungary,1,0.99,19,10,2022
Soul Education,Jay Kay/Toby Smith,255477,8575435,0.99,Synkronized,Jamiroquai,MPEG audio file,R&B/Soul,2022-10-19,Erzsébet krt. 58.,Budapest,unknown,Hungary,H-1073,8.91,Ladislav,Kovács,Erzsébet krt. 58.,Budapest,unknown,Hungary,1,0.99,19,10,2022
King For A Day,Jay Kay/Toby Smith,221544,7335693,0.99,Synkronized,Jamiroquai,MPEG audio file,R&B/Soul,2022-10-19,Erzsébet krt. 58.,Budapest,unknown,Hungary,H-1073,8.91,Ladislav,Kovács,Erzsébet krt. 58.,Budapest,unknown,Hungary,1,0.99,19,10,2022
Manifest Destiny,Toby Smith,382197,12676962,0.99,The Return Of The Space Cowboy,Jamiroquai,MPEG audio file,Electronica/Dance,2022-10-19,Erzsébet krt. 58.,Budapest,unknown,Hungary,H-1073,8.91,Ladislav,Kovács,Erzsébet krt. 58.,Budapest,unknown,Hungary,1,0.99,19,10,2022
Rollover D.J.,C. Cester/N. Cester,196702,6406517,0.99,Get Born,JET,MPEG audio file,Alternative & Punk,2022-10-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,13.86,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,10,2022
Lazy Gun,C. Cester/N. Cester,282174,9186285,0.99,Get Born,JET,MPEG audio file,Alternative & Punk,2022-10-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,13.86,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,10,2022
Fire,Jimi Hendrix,164989,5383075,0.99,Are You Experienced?,Jimi Hendrix,MPEG audio file,Rock,2022-10-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,13.86,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,10,2022
Highway Chile,Jimi Hendrix,212453,6887949,0.99,Are You Experienced?,Jimi Hendrix,MPEG audio file,Rock,2022-10-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,13.86,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,10,2022
Midnight,J. Satriani,102630,1851753,0.99,Surfing with the Alien (Remastered),Joe Satriani,Protected AAC audio file,Rock,2022-10-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,13.86,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,10,2022
Charles Anjo 45,unknown,389276,13022833,0.99,Jorge Ben Jor 25 Anos,Jorge Ben,MPEG audio file,Latin,2022-10-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,13.86,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,10,2022
Vou Pra Ai,unknown,300878,10053718,0.99,Jota Quest-1995,Jota Quest,MPEG audio file,Latin,2022-10-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,13.86,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,10,2022
Onibusfobia,unknown,315977,10474904,0.99,Jota Quest-1995,Jota Quest,MPEG audio file,Latin,2022-10-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,13.86,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,10,2022
Hot Rockin',unknown,197328,6509179,0.99,Living After Midnight,Judas Priest,MPEG audio file,Metal,2022-10-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,13.86,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,10,2022
Ram It Down,unknown,292179,9554023,0.99,Living After Midnight,Judas Priest,MPEG audio file,Metal,2022-10-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,13.86,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,10,2022
Sure Know Something,"Paul Stanley, Vincent Poncia",254354,8375190,0.99,Unplugged [Live],Kiss,MPEG audio file,Rock,2022-10-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,13.86,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,10,2022
Rock And Roll All Nite,"Paul Stanley, Gene Simmons",259631,8549296,0.99,Unplugged [Live],Kiss,MPEG audio file,Rock,2022-10-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,13.86,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,10,2022
Whole Lotta Love (Medley),Arthur Crudup/Bernard Besman/Bukka White/Doc Pomus/John Bonham/John Lee Hooker/John Paul Jones/Mort Shuman/Robert Plant/Willie Dixon,825103,26742545,0.99,BBC Sessions [Disc 2] [Live],Led Zeppelin,MPEG audio file,Rock,2022-10-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,13.86,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,10,2022
Dancing Days,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,223216,7250104,0.99,Houses Of The Holy,Led Zeppelin,MPEG audio file,Rock,2022-11-01,Sønder Boulevard 51,Copenhagen,unknown,Denmark,1720,0.99,Kara,Nielsen,Sønder Boulevard 51,Copenhagen,unknown,Denmark,1,0.99,1,11,2022
D'Yer Mak'er,John Bonham/John Paul Jones,262948,8645935,0.99,Houses Of The Holy,Led Zeppelin,MPEG audio file,Rock,2022-11-14,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,1.98,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,14,11,2022
No Quarter,John Paul Jones,420493,13656517,0.99,Houses Of The Holy,Led Zeppelin,MPEG audio file,Rock,2022-11-14,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,1.98,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,14,11,2022
In The Evening,"Jimmy Page, Robert Plant & John Paul Jones",410566,13399734,0.99,In Through The Out Door,Led Zeppelin,MPEG audio file,Rock,2022-11-14,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,1.98,Roberto,Almeida,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,1,0.99,14,11,2022
Fool In The Rain,"Jimmy Page, Robert Plant & John Paul Jones",372950,12371433,0.99,In Through The Out Door,Led Zeppelin,MPEG audio file,Rock,2022-11-14,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,1.98,Roberto,Almeida,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,1,0.99,14,11,2022
Carouselambra,"John Paul Jones, Jimmy Page & Robert Plant",634435,20858315,0.99,In Through The Out Door,Led Zeppelin,MPEG audio file,Rock,2022-11-15,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,3.96,Mark,Philips,8210 111 ST NW,Edmonton,AB,Canada,1,0.99,15,11,2022
I'm Gonna Crawl,"Jimmy Page, Robert Plant & John Paul Jones",329639,10737665,0.99,In Through The Out Door,Led Zeppelin,MPEG audio file,Rock,2022-11-15,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,3.96,Mark,Philips,8210 111 ST NW,Edmonton,AB,Canada,1,0.99,15,11,2022
Rock & Roll,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",220917,7142127,0.99,IV,Led Zeppelin,MPEG audio file,Rock,2022-11-15,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,3.96,Mark,Philips,8210 111 ST NW,Edmonton,AB,Canada,1,0.99,15,11,2022
Stairway To Heaven,"Jimmy Page, Robert Plant",481619,15706767,0.99,IV,Led Zeppelin,MPEG audio file,Rock,2022-11-15,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,3.96,Mark,Philips,8210 111 ST NW,Edmonton,AB,Canada,1,0.99,15,11,2022
When The Levee Breaks,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham, Memphis Minnie",427702,13912107,0.99,IV,Led Zeppelin,MPEG audio file,Rock,2022-11-16,627 Broadway,New York,NY,USA,10012-2612,5.94,Michelle,Brooks,627 Broadway,New York,NY,USA,1,0.99,16,11,2022
Dazed and Confused,Jimmy Page,386063,12610326,0.99,Led Zeppelin I,Led Zeppelin,MPEG audio file,Rock,2022-11-16,627 Broadway,New York,NY,USA,10012-2612,5.94,Michelle,Brooks,627 Broadway,New York,NY,USA,1,0.99,16,11,2022
I Can't Quit You Baby,Willie Dixon,282671,9252733,0.99,Led Zeppelin I,Led Zeppelin,MPEG audio file,Rock,2022-11-16,627 Broadway,New York,NY,USA,10012-2612,5.94,Michelle,Brooks,627 Broadway,New York,NY,USA,1,0.99,16,11,2022
The Lemon Song,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",379141,12463496,0.99,Led Zeppelin II,Led Zeppelin,MPEG audio file,Rock,2022-11-16,627 Broadway,New York,NY,USA,10012-2612,5.94,Michelle,Brooks,627 Broadway,New York,NY,USA,1,0.99,16,11,2022
Ramble On,"Jimmy Page, Robert Plant",275591,9199710,0.99,Led Zeppelin II,Led Zeppelin,MPEG audio file,Rock,2022-11-16,627 Broadway,New York,NY,USA,10012-2612,5.94,Michelle,Brooks,627 Broadway,New York,NY,USA,1,0.99,16,11,2022
Friends,"Jimmy Page, Robert Plant",233560,7694220,0.99,Led Zeppelin III,Led Zeppelin,MPEG audio file,Rock,2022-11-16,627 Broadway,New York,NY,USA,10012-2612,5.94,Michelle,Brooks,627 Broadway,New York,NY,USA,1,0.99,16,11,2022
That's The Way,"Jimmy Page, Robert Plant",337345,11202499,0.99,Led Zeppelin III,Led Zeppelin,MPEG audio file,Rock,2022-11-19,162 E Superior Street,Chicago,IL,USA,60611,8.91,Frank,Ralston,162 E Superior Street,Chicago,IL,USA,1,0.99,19,11,2022
Ten Years Gone,Robert Plant,393116,12756366,0.99,Physical Graffiti [Disc 2],Led Zeppelin,MPEG audio file,Rock,2022-11-19,162 E Superior Street,Chicago,IL,USA,60611,8.91,Frank,Ralston,162 E Superior Street,Chicago,IL,USA,1,0.99,19,11,2022
Achilles Last Stand,Jimmy Page/Robert Plant,625502,20593955,0.99,Presence,Led Zeppelin,MPEG audio file,Rock,2022-11-19,162 E Superior Street,Chicago,IL,USA,60611,8.91,Frank,Ralston,162 E Superior Street,Chicago,IL,USA,1,0.99,19,11,2022
Tea For One,Jimmy Page/Robert Plant,566752,18475264,0.99,Presence,Led Zeppelin,MPEG audio file,Rock,2022-11-19,162 E Superior Street,Chicago,IL,USA,60611,8.91,Frank,Ralston,162 E Superior Street,Chicago,IL,USA,1,0.99,19,11,2022
No Quarter,John Paul Jones/Robert Plant,749897,24399285,0.99,The Song Remains The Same (Disc 2),Led Zeppelin,MPEG audio file,Rock,2022-11-19,162 E Superior Street,Chicago,IL,USA,60611,8.91,Frank,Ralston,162 E Superior Street,Chicago,IL,USA,1,0.99,19,11,2022
Música De Trabalho,Renato Russo,260231,8590671,0.99,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,MPEG audio file,Latin,2022-11-19,162 E Superior Street,Chicago,IL,USA,60611,8.91,Frank,Ralston,162 E Superior Street,Chicago,IL,USA,1,0.99,19,11,2022
Dezesseis,Renato Russo,323918,10573515,0.99,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,MPEG audio file,Latin,2022-11-19,162 E Superior Street,Chicago,IL,USA,60611,8.91,Frank,Ralston,162 E Superior Street,Chicago,IL,USA,1,0.99,19,11,2022
O Livro Dos Dias,Renato Russo,257253,8570929,0.99,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,MPEG audio file,Latin,2022-11-19,162 E Superior Street,Chicago,IL,USA,60611,8.91,Frank,Ralston,162 E Superior Street,Chicago,IL,USA,1,0.99,19,11,2022
Indios,Renato Russo,258168,8610226,0.99,Mais Do Mesmo,Legião Urbana,MPEG audio file,Latin,2022-11-19,162 E Superior Street,Chicago,IL,USA,60611,8.91,Frank,Ralston,162 E Superior Street,Chicago,IL,USA,1,0.99,19,11,2022
Dezesseis,Dado Villa-Lobos/Marcelo Bonfá,321724,10501773,0.99,Mais Do Mesmo,Legião Urbana,MPEG audio file,Latin,2022-11-24,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,13.86,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,24,11,2022
American Woman,B. Cummings/G. Peterson/M.J. Kale/R. Bachman,261773,8538023,0.99,Greatest Hits,Lenny Kravitz,MPEG audio file,Rock,2022-11-24,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,13.86,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,24,11,2022
Honolulu,unknown,261433,8558481,0.99,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,MPEG audio file,Latin,2022-11-24,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,13.86,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,24,11,2022
Brumário,unknown,216241,7243499,0.99,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,MPEG audio file,Latin,2022-11-24,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,13.86,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,24,11,2022
Tudo Bem,unknown,196101,6419139,0.99,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,MPEG audio file,Latin,2022-11-24,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,13.86,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,24,11,2022
Pseudo Silk Kimono,"Kelly, Mosley, Rothery, Trewaves",134739,4334038,0.99,Misplaced Childhood,Marillion,MPEG audio file,Rock,2022-11-24,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,13.86,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,24,11,2022
White Feather,"Kelly, Mosley, Rothery, Trewaves",143595,4711776,0.99,Misplaced Childhood,Marillion,MPEG audio file,Rock,2022-11-24,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,13.86,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,24,11,2022
De Noite Na Cama,Caetano Veloso e Gilberto Gil,209005,7012658,0.99,Barulhinho Bom,Marisa Monte,MPEG audio file,Latin,2022-11-24,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,13.86,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,24,11,2022
O Xote Das Meninas,Caetano Veloso e Gilberto Gil,291866,9553228,0.99,Barulhinho Bom,Marisa Monte,MPEG audio file,Latin,2022-11-24,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,13.86,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,24,11,2022
