"trackid","trackname","albumid","composer","milliseconds","bytes","unitprice","albumtitle","artistid","artistname","mediatypeid","mediatypename","genreid","genrename","invoiceid","customerid","invoicedate","billingaddress","billingcity","billingstate","billingcountry","billingpostalcode","invoicetotal","customerfirstname","customerlastname","customeraddress","customercity","customerstate","customercountry","invoicelinequantity","invoicelineunitprice"
3253,"Instant Karma",255,NULL,193188,3150090,"0.99","Instant Karma: The Amnesty International Campaign to Save Darfur",150,"U2",2,"Protected AAC audio file",9,"Pop",206,48,"2023-06-21 00:00:00","Lijnbaansgracht 120bg","Amsterdam","VV","Netherlands","1016","8.94","Johannes","Van der Berg","Lijnbaansgracht 120bg","Amsterdam","VV","Netherlands",1,"0.99"
3257,"Cold Turkey",255,NULL,281424,4556003,"0.99","Instant Karma: The Amnesty International Campaign to Save Darfur",150,"U2",2,"Protected AAC audio file",9,"Pop",206,48,"2023-06-21 00:00:00","Lijnbaansgracht 120bg","Amsterdam","VV","Netherlands","1016","8.94","Johannes","Van der Berg","Lijnbaansgracht 120bg","Amsterdam","VV","Netherlands",1,"0.99"
3261,"Oh, My Love",255,NULL,159473,2612788,"0.99","Instant Karma: The Amnesty International Campaign to Save Darfur",150,"U2",2,"Protected AAC audio file",9,"Pop",206,48,"2023-06-21 00:00:00","Lijnbaansgracht 120bg","Amsterdam","VV","Netherlands","1016","8.94","Johannes","Van der Berg","Lijnbaansgracht 120bg","Amsterdam","VV","Netherlands",1,"0.99"
3267,"Imagine",255,NULL,219078,3562542,"0.99","Instant Karma: The Amnesty International Campaign to Save Darfur",150,"U2",2,"Protected AAC audio file",9,"Pop",207,54,"2023-06-24 00:00:00","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom","EH4 1HH","8.91","Steve","Murray","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom",1,"0.99"
3273,"[Just Like] Starting Over",255,NULL,215549,3506308,"0.99","Instant Karma: The Amnesty International Campaign to Save Darfur",150,"U2",2,"Protected AAC audio file",9,"Pop",207,54,"2023-06-24 00:00:00","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom","EH4 1HH","8.91","Steve","Murray","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom",1,"0.99"
3279,"Fairies Wear Boots",256,NULL,392764,6315916,"0.99","Speak of the Devil",114,"Ozzy Osbourne",2,"Protected AAC audio file",1,"Rock",207,54,"2023-06-24 00:00:00","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom","EH4 1HH","8.91","Steve","Murray","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom",1,"0.99"
3285,"Sabbath, Bloody Sabbath",256,NULL,333622,5373633,"0.99","Speak of the Devil",114,"Ozzy Osbourne",2,"Protected AAC audio file",1,"Rock",207,54,"2023-06-24 00:00:00","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom","EH4 1HH","8.91","Steve","Murray","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom",1,"0.99"
3291,"Loving You Sunday Morning",257,NULL,339125,5654493,"0.99","20th Century Masters - The Millennium Collection: The Best of Scorpions",179,"Scorpions",2,"Protected AAC audio file",1,"Rock",207,54,"2023-06-24 00:00:00","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom","EH4 1HH","8.91","Steve","Murray","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom",1,"0.99"
3297,"Tease Me Please Me",257,NULL,287229,4811894,"0.99","20th Century Masters - The Millennium Collection: The Best of Scorpions",179,"Scorpions",2,"Protected AAC audio file",1,"Rock",207,54,"2023-06-24 00:00:00","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom","EH4 1HH","8.91","Steve","Murray","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom",1,"0.99"
3303,"Top O' The Morning To Ya",258,"E. Schrody/L. Dimant",216633,8667599,"0.99","House of Pain",180,"House Of Pain",1,"MPEG audio file",17,"Hip Hop/Rap",207,54,"2023-06-24 00:00:00","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom","EH4 1HH","8.91","Steve","Murray","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom",1,"0.99"
3309,"Guess Who's Back",258,"E. Schrody/L. Muggerud",238393,9537994,"0.99","House of Pain",180,"House Of Pain",1,"MPEG audio file",17,"Hip Hop/Rap",207,54,"2023-06-24 00:00:00","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom","EH4 1HH","8.91","Steve","Murray","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom",1,"0.99"
3315,"Feel It",258,"E. Schrody/R. Medrano",239908,9598588,"0.99","House of Pain",180,"House Of Pain",1,"MPEG audio file",17,"Hip Hop/Rap",207,54,"2023-06-24 00:00:00","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom","EH4 1HH","8.91","Steve","Murray","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom",1,"0.99"
3324,"Um Lugar ao Sol",259,NULL,212323,8495217,"0.99","Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro",36,"O Rappa",1,"MPEG audio file",15,"Electronica/Dance",208,4,"2023-06-29 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","15.86","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
3333,"Chega no Suingue",259,NULL,221805,8874509,"0.99","Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro",36,"O Rappa",1,"MPEG audio file",15,"Electronica/Dance",208,4,"2023-06-29 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","15.86","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
3342,"The Economist",261,NULL,2609025,516934914,"1.99","LOST, Season 4",149,"Lost",3,"Protected MPEG-4 video file",21,"Drama",208,4,"2023-06-29 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","15.86","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"1.99"
3351,"Din Din Wo (Little Child)",263,"Habib Koité",285837,4615841,"0.99","Muso Ko",198,"Habib Koité and Bamada",5,"AAC audio file",16,"World",208,4,"2023-06-29 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","15.86","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
3360,"Something Nice Back Home",261,NULL,2612779,484711353,"1.99","LOST, Season 4",149,"Lost",3,"Protected MPEG-4 video file",21,"Drama",208,4,"2023-06-29 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","15.86","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"1.99"
3369,"Call Me a Dog",269,NULL,304458,5177612,"0.99","Temple of the Dog",204,"Temple of the Dog",2,"Protected AAC audio file",23,"Alternative",208,4,"2023-06-29 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","15.86","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
3378,"Safe and Sound",270,"Chris Cornell",256764,4207769,"0.99","Carry On",205,"Chris Cornell",2,"Protected AAC audio file",23,"Alternative",208,4,"2023-06-29 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","15.86","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
3387,"Disappearing Act",270,"Chris Cornell",273320,4476203,"0.99","Carry On",205,"Chris Cornell",2,"Protected AAC audio file",23,"Alternative",208,4,"2023-06-29 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","15.86","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
3396,"Shape of Things to Come",271,NULL,274597,4465399,"0.99","Revelations",8,"Audioslave",2,"Protected AAC audio file",23,"Alternative",208,4,"2023-06-29 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","15.86","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
3405,"Canon and Gigue in D Major: I. Canon",274,"Johann Pachelbel",271788,4438393,"0.99","Pachelbel: Canon & Gigue",208,"English Concert & Trevor Pinnock",2,"Protected AAC audio file",24,"Classical",208,4,"2023-06-29 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","15.86","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
3414,"Symphony No. 104 in D Major ""London"": IV. Finale: Spiritoso",283,"Franz Joseph Haydn",306687,10085867,"0.99","Haydn: Symphonies 99 - 104",217,"Royal Philharmonic Orchestra & Sir Thomas Beecham",4,"Purchased AAC audio file",24,"Classical",208,4,"2023-06-29 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","15.86","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
3423,"Jupiter, the Bringer of Jollity",292,"Gustav Holst",522099,8547876,"0.99","Holst: The Planets, Op. 32 & Vaughan Williams: Fantasies",226,"Eugene Ormandy",2,"Protected AAC audio file",24,"Classical",208,4,"2023-06-29 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","15.86","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
3432,"Scheherazade, Op. 35: I. The Sea and Sindbad's Ship",299,"Nikolai Rimsky-Korsakov",545203,8916313,"0.99","Scheherazade",233,"Chicago Symphony Orchestra & Fritz Reiner",2,"Protected AAC audio file",24,"Classical",208,4,"2023-06-29 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","15.86","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
3441,"Two Fanfares for Orchestra: II. Short Ride in a Fast Machine",307,"John Adams",254930,4310896,"0.99","Adams, John: The Chairman Dances",242,"Edo de Waart & San Francisco Symphony",2,"Protected AAC audio file",24,"Classical",208,4,"2023-06-29 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","15.86","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
3455,"Rehab",321,NULL,213240,3416878,"0.99","Back to Black",252,"Amy Winehouse",2,"Protected AAC audio file",14,"R&B/Soul",209,18,"2023-07-07 00:00:00","627 Broadway","New York","NY","USA","10012-2612","0.99","Michelle","Brooks","627 Broadway","New York","NY","USA",1,"0.99"
3456,"You Know I'm No Good",321,NULL,256946,4133694,"0.99","Back to Black",252,"Amy Winehouse",2,"Protected AAC audio file",14,"R&B/Soul",210,19,"2023-07-20 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","1.98","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"0.99"
3457,"Me & Mr. Jones",321,NULL,151706,2449438,"0.99","Back to Black",252,"Amy Winehouse",2,"Protected AAC audio file",14,"R&B/Soul",210,19,"2023-07-20 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","1.98","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"0.99"
3459,"Back to Black",321,"Mark Ronson",240320,3852953,"0.99","Back to Black",252,"Amy Winehouse",2,"Protected AAC audio file",14,"R&B/Soul",211,21,"2023-07-20 00:00:00","801 W 4th Street","Reno","NV","USA","89503","1.98","Kathy","Chase","801 W 4th Street","Reno","NV","USA",1,"0.99"
3461,"Tears Dry On Their Own",321,"Nickolas Ashford & Valerie Simpson",185293,2996598,"0.99","Back to Black",252,"Amy Winehouse",2,"Protected AAC audio file",14,"R&B/Soul",211,21,"2023-07-20 00:00:00","801 W 4th Street","Reno","NV","USA","89503","1.98","Kathy","Chase","801 W 4th Street","Reno","NV","USA",1,"0.99"
3463,"Some Unholy War",321,NULL,141520,2304465,"0.99","Back to Black",252,"Amy Winehouse",2,"Protected AAC audio file",14,"R&B/Soul",212,23,"2023-07-21 00:00:00","69 Salem Street","Boston","MA","USA","2113","3.96","John","Gordon","69 Salem Street","Boston","MA","USA",1,"0.99"
3465,"You Know I'm No Good (feat. Ghostface Killah)",321,NULL,202320,3260658,"0.99","Back to Black",252,"Amy Winehouse",2,"Protected AAC audio file",14,"R&B/Soul",212,23,"2023-07-21 00:00:00","69 Salem Street","Boston","MA","USA","2113","3.96","John","Gordon","69 Salem Street","Boston","MA","USA",1,"0.99"
3467,"Intro / Stronger Than Me",322,NULL,234200,3832165,"0.99","Frank",252,"Amy Winehouse",2,"Protected AAC audio file",9,"Pop",212,23,"2023-07-21 00:00:00","69 Salem Street","Boston","MA","USA","2113","3.96","John","Gordon","69 Salem Street","Boston","MA","USA",1,"0.99"
3469,"F**k Me Pumps",322,"Salaam Remi",200253,3324343,"0.99","Frank",252,"Amy Winehouse",2,"Protected AAC audio file",9,"Pop",212,23,"2023-07-21 00:00:00","69 Salem Street","Boston","MA","USA","2113","3.96","John","Gordon","69 Salem Street","Boston","MA","USA",1,"0.99"
3473,"Take the Box",322,"Luke Smith",199160,3281526,"0.99","Frank",252,"Amy Winehouse",2,"Protected AAC audio file",9,"Pop",213,27,"2023-07-22 00:00:00","1033 N Park Ave","Tucson","AZ","USA","85719","5.94","Patrick","Gray","1033 N Park Ave","Tucson","AZ","USA",1,"0.99"
3477,"Amy Amy Amy (Outro)",322,"Astor Campbell, Delroy ""Chris"" Cooper, Donovan Jackson, Dorothy Fields, Earl Chinna Smith, Felix Howard, Gordon Williams, James Moody, Jimmy McHugh, Matt Rowe, Salaam Remi & Stefan Skarbek",663426,10564704,"0.99","Frank",252,"Amy Winehouse",2,"Protected AAC audio file",9,"Pop",213,27,"2023-07-22 00:00:00","1033 N Park Ave","Tucson","AZ","USA","85719","5.94","Patrick","Gray","1033 N Park Ave","Tucson","AZ","USA",1,"0.99"
3481,"A Midsummer Night's Dream, Op.61 Incidental Music: No.7 Notturno",326,NULL,387826,6497867,"0.99","Mendelssohn: A Midsummer Night's Dream",256,"Philharmonia Orchestra & Sir Neville Marriner",2,"Protected AAC audio file",24,"Classical",213,27,"2023-07-22 00:00:00","1033 N Park Ave","Tucson","AZ","USA","85719","5.94","Patrick","Gray","1033 N Park Ave","Tucson","AZ","USA",1,"0.99"
3485,"Symphony No. 3 Op. 36 for Orchestra and Soprano ""Symfonia Piesni Zalosnych"" \ Lento E Largo - Tranquillissimo",330,"Henryk Górecki",567494,9273123,"0.99","Górecki: Symphony No. 3",260,"Adrian Leaper & Doreen de Feis",2,"Protected AAC audio file",24,"Classical",213,27,"2023-07-22 00:00:00","1033 N Park Ave","Tucson","AZ","USA","85719","5.94","Patrick","Gray","1033 N Park Ave","Tucson","AZ","USA",1,"0.99"
3489,"Symphony No. 2: III. Allegro vivace",334,"Kurt Weill",376510,6129146,"0.99","Weill: The Seven Deadly Sins",264,"Kent Nagano and Orchestre de l'Opéra de Lyon",2,"Protected AAC audio file",24,"Classical",213,27,"2023-07-22 00:00:00","1033 N Park Ave","Tucson","AZ","USA","85719","5.94","Patrick","Gray","1033 N Park Ave","Tucson","AZ","USA",1,"0.99"
3493,"Metopes, Op. 29: Calypso",337,"Karol Szymanowski",333669,5548755,"0.99","Szymanowski: Piano Works, Vol. 1",266,"Martin Roscoe",2,"Protected AAC audio file",24,"Classical",213,27,"2023-07-22 00:00:00","1033 N Park Ave","Tucson","AZ","USA","85719","5.94","Patrick","Gray","1033 N Park Ave","Tucson","AZ","USA",1,"0.99"
3499,"Pini Di Roma (Pinien Von Rom) \ I Pini Della Via Appia",343,NULL,286741,4718950,"0.99","Respighi:Pines of Rome",226,"Eugene Ormandy",2,"Protected AAC audio file",24,"Classical",214,33,"2023-07-25 00:00:00","5112 48 Street","Yellowknife","NT","Canada","X1A 1N6","8.91","Ellie","Sullivan","5112 48 Street","Yellowknife","NT","Canada",1,"0.99"
2,"Balls to the Wall",2,"U. Dirkschneider, W. Hoffmann, H. Frank, P. Baltes, S. Kaufmann, G. Hoffmann",342562,5510424,"0.99","Balls to the Wall",2,"Accept",2,"Protected AAC audio file",1,"Rock",214,33,"2023-07-25 00:00:00","5112 48 Street","Yellowknife","NT","Canada","X1A 1N6","8.91","Ellie","Sullivan","5112 48 Street","Yellowknife","NT","Canada",1,"0.99"
8,"Inject The Venom",1,"Angus Young, Malcolm Young, Brian Johnson",210834,6852860,"0.99","For Those About To Rock We Salute You",1,"AC/DC",1,"MPEG audio file",1,"Rock",214,33,"2023-07-25 00:00:00","5112 48 Street","Yellowknife","NT","Canada","X1A 1N6","8.91","Ellie","Sullivan","5112 48 Street","Yellowknife","NT","Canada",1,"0.99"
14,"Spellbound",1,"Angus Young, Malcolm Young, Brian Johnson",270863,8817038,"0.99","For Those About To Rock We Salute You",1,"AC/DC",1,"MPEG audio file",1,"Rock",214,33,"2023-07-25 00:00:00","5112 48 Street","Yellowknife","NT","Canada","X1A 1N6","8.91","Ellie","Sullivan","5112 48 Street","Yellowknife","NT","Canada",1,"0.99"
20,"Overdose",4,"AC/DC",369319,12066294,"0.99","Let There Be Rock",1,"AC/DC",1,"MPEG audio file",1,"Rock",214,33,"2023-07-25 00:00:00","5112 48 Street","Yellowknife","NT","Canada","X1A 1N6","8.91","Ellie","Sullivan","5112 48 Street","Yellowknife","NT","Canada",1,"0.99"
26,"What It Takes",5,"Steven Tyler, Joe Perry, Desmond Child",310622,10144730,"0.99","Big Ones",3,"Aerosmith",1,"MPEG audio file",1,"Rock",214,33,"2023-07-25 00:00:00","5112 48 Street","Yellowknife","NT","Canada","X1A 1N6","8.91","Ellie","Sullivan","5112 48 Street","Yellowknife","NT","Canada",1,"0.99"
32,"Deuces Are Wild",5,"Steven Tyler, Jim Vallance",215875,7074167,"0.99","Big Ones",3,"Aerosmith",1,"MPEG audio file",1,"Rock",214,33,"2023-07-25 00:00:00","5112 48 Street","Yellowknife","NT","Canada","X1A 1N6","8.91","Ellie","Sullivan","5112 48 Street","Yellowknife","NT","Canada",1,"0.99"
38,"All I Really Want",6,"Alanis Morissette & Glenn Ballard",284891,9375567,"0.99","Jagged Little Pill",4,"Alanis Morissette",1,"MPEG audio file",1,"Rock",214,33,"2023-07-25 00:00:00","5112 48 Street","Yellowknife","NT","Canada","X1A 1N6","8.91","Ellie","Sullivan","5112 48 Street","Yellowknife","NT","Canada",1,"0.99"
44,"You Learn",6,"Alanis Morissette & Glenn Ballard",239699,7824837,"0.99","Jagged Little Pill",4,"Alanis Morissette",1,"MPEG audio file",1,"Rock",214,33,"2023-07-25 00:00:00","5112 48 Street","Yellowknife","NT","Canada","X1A 1N6","8.91","Ellie","Sullivan","5112 48 Street","Yellowknife","NT","Canada",1,"0.99"
53,"Sea Of Sorrow",7,"Jerry Cantrell",349831,11316328,"0.99","Facelift",5,"Alice In Chains",1,"MPEG audio file",1,"Rock",215,42,"2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86","Wyatt","Girard","9, Place Louis Barthou","Bordeaux",NULL,"France",1,"0.99"
62,"Real Thing",7,"Jerry Cantrell, Layne Staley",243879,7937731,"0.99","Facelift",5,"Alice In Chains",1,"MPEG audio file",1,"Rock",215,42,"2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86","Wyatt","Girard","9, Place Louis Barthou","Bordeaux",NULL,"France",1,"0.99"
71,"Falando De Amor",8,NULL,219663,7121735,"0.99","Warner 25 Anos",6,"Antônio Carlos Jobim",1,"MPEG audio file",2,"Jazz",215,42,"2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86","Wyatt","Girard","9, Place Louis Barthou","Bordeaux",NULL,"France",1,"0.99"
80,"The Unforgiven",9,"Apocalyptica",322925,10422447,"0.99","Plays Metallica By Four Cellos",7,"Apocalyptica",1,"MPEG audio file",3,"Metal",215,42,"2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86","Wyatt","Girard","9, Place Louis Barthou","Bordeaux",NULL,"France",1,"0.99"
89,"Like a Stone",10,"Audioslave/Chris Cornell",294034,7059624,"0.99","Audioslave",8,"Audioslave",1,"MPEG audio file",1,"Rock",215,42,"2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86","Wyatt","Girard","9, Place Louis Barthou","Bordeaux",NULL,"France",1,"0.99"
98,"The Last Remaining Light",10,"Audioslave/Chris Cornell",317492,7622615,"0.99","Audioslave",8,"Audioslave",1,"MPEG audio file",1,"Rock",215,42,"2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86","Wyatt","Girard","9, Place Louis Barthou","Bordeaux",NULL,"France",1,"0.99"
107,"Yesterday To Tomorrow",11,"Cornell, Commerford, Morello, Wilk",273763,8944205,"0.99","Out Of Exile",8,"Audioslave",1,"MPEG audio file",4,"Alternative & Punk",215,42,"2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86","Wyatt","Girard","9, Place Louis Barthou","Bordeaux",NULL,"France",1,"0.99"
116,"C'Mon Everybody",12,"Eddie Cochran/Jerry Capehart",140199,2247846,"0.99","BackBeat Soundtrack",9,"BackBeat",1,"MPEG audio file",5,"Rock And Roll",215,42,"2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86","Wyatt","Girard","9, Place Louis Barthou","Bordeaux",NULL,"France",1,"0.99"
125,"Spanish moss-""A sound portrait""-Spanish moss",13,"Billy Cobham",248084,8217867,"0.99","The Best Of Billy Cobham",10,"Billy Cobham",1,"MPEG audio file",2,"Jazz",215,42,"2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86","Wyatt","Girard","9, Place Louis Barthou","Bordeaux",NULL,"France",1,"0.99"
134,"All For You",14,NULL,235833,7726948,"0.99","Alcohol Fueled Brewtality Live! [Disc 1]",11,"Black Label Society",1,"MPEG audio file",3,"Metal",215,42,"2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86","Wyatt","Girard","9, Place Louis Barthou","Bordeaux",NULL,"France",1,"0.99"
143,"The Begining... At Last",14,NULL,365662,11965109,"0.99","Alcohol Fueled Brewtality Live! [Disc 1]",11,"Black Label Society",1,"MPEG audio file",3,"Metal",215,42,"2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86","Wyatt","Girard","9, Place Louis Barthou","Bordeaux",NULL,"France",1,"0.99"
152,"N.I.B.",16,NULL,368770,12029390,"0.99","Black Sabbath",12,"Black Sabbath",1,"MPEG audio file",3,"Metal",215,42,"2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86","Wyatt","Girard","9, Place Louis Barthou","Bordeaux",NULL,"France",1,"0.99"
161,"Snowblind",17,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",331676,10813386,"0.99","Black Sabbath Vol. 4 (Remaster)",12,"Black Sabbath",1,"MPEG audio file",3,"Metal",215,42,"2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86","Wyatt","Girard","9, Place Louis Barthou","Bordeaux",NULL,"France",1,"0.99"
170,"A Statistic",18,NULL,6373,211997,"0.99","Body Count",13,"Body Count",1,"MPEG audio file",4,"Alternative & Punk",215,42,"2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86","Wyatt","Girard","9, Place Louis Barthou","Bordeaux",NULL,"France",1,"0.99"
