"trackid","trackname","albumid","albumtitle","artistid","artistname","mediatypeid","mediatypename","genreid","genrename","composer","milliseconds","bytes","unitprice","invoiceid","customerid","customerfirstname","customerlastname","invoicedate","billingaddress","billingcity","billingstate","billingcountry","billingpostalcode","invoicetotal","invoicelinequantity","invoicelineunitprice"
53,"Sea Of Sorrow",7,"Facelift",5,"Alice In Chains",1,"MPEG audio file",1,"Rock","Jerry Cantrell",349831,11316328,"0.99",215,42,"Wyatt","Girard","2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86",1,"0.99"
62,"Real Thing",7,"Facelift",5,"Alice In Chains",1,"MPEG audio file",1,"Rock","Jerry Cantrell, Layne Staley",243879,7937731,"0.99",215,42,"Wyatt","Girard","2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86",1,"0.99"
71,"Falando De Amor",8,"Warner 25 Anos",6,"Antônio Carlos Jobim",1,"MPEG audio file",2,"Jazz",NULL,219663,7121735,"0.99",215,42,"Wyatt","Girard","2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86",1,"0.99"
80,"The Unforgiven",9,"Plays Metallica By Four Cellos",7,"Apocalyptica",1,"MPEG audio file",3,"Metal","Apocalyptica",322925,10422447,"0.99",215,42,"Wyatt","Girard","2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86",1,"0.99"
89,"Like a Stone",10,"Audioslave",8,"Audioslave",1,"MPEG audio file",1,"Rock","Audioslave/Chris Cornell",294034,7059624,"0.99",215,42,"Wyatt","Girard","2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86",1,"0.99"
98,"The Last Remaining Light",10,"Audioslave",8,"Audioslave",1,"MPEG audio file",1,"Rock","Audioslave/Chris Cornell",317492,7622615,"0.99",215,42,"Wyatt","Girard","2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86",1,"0.99"
107,"Yesterday To Tomorrow",11,"Out Of Exile",8,"Audioslave",1,"MPEG audio file",4,"Alternative & Punk","Cornell, Commerford, Morello, Wilk",273763,8944205,"0.99",215,42,"Wyatt","Girard","2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86",1,"0.99"
116,"C'Mon Everybody",12,"BackBeat Soundtrack",9,"BackBeat",1,"MPEG audio file",5,"Rock And Roll","Eddie Cochran/Jerry Capehart",140199,2247846,"0.99",215,42,"Wyatt","Girard","2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86",1,"0.99"
125,"Spanish moss-""A sound portrait""-Spanish moss",13,"The Best Of Billy Cobham",10,"Billy Cobham",1,"MPEG audio file",2,"Jazz","Billy Cobham",248084,8217867,"0.99",215,42,"Wyatt","Girard","2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86",1,"0.99"
134,"All For You",14,"Alcohol Fueled Brewtality Live! [Disc 1]",11,"Black Label Society",1,"MPEG audio file",3,"Metal",NULL,235833,7726948,"0.99",215,42,"Wyatt","Girard","2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86",1,"0.99"
143,"The Begining... At Last",14,"Alcohol Fueled Brewtality Live! [Disc 1]",11,"Black Label Society",1,"MPEG audio file",3,"Metal",NULL,365662,11965109,"0.99",215,42,"Wyatt","Girard","2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86",1,"0.99"
152,"N.I.B.",16,"Black Sabbath",12,"Black Sabbath",1,"MPEG audio file",3,"Metal",NULL,368770,12029390,"0.99",215,42,"Wyatt","Girard","2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86",1,"0.99"
161,"Snowblind",17,"Black Sabbath Vol. 4 (Remaster)",12,"Black Sabbath",1,"MPEG audio file",3,"Metal","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",331676,10813386,"0.99",215,42,"Wyatt","Girard","2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86",1,"0.99"
170,"A Statistic",18,"Body Count",13,"Body Count",1,"MPEG audio file",4,"Alternative & Punk",NULL,6373,211997,"0.99",215,42,"Wyatt","Girard","2023-07-30 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","13.86",1,"0.99"
184,"Chemical Wedding",19,"Chemical Wedding",14,"Bruce Dickinson",1,"MPEG audio file",3,"Metal","Roy Z",246177,8022764,"0.99",216,56,"Diego","Gutiérrez","2023-08-07 00:00:00","307 Macacha Güemes","Buenos Aires",NULL,"Argentina","1106","0.99",1,"0.99"
185,"The Tower",19,"Chemical Wedding",14,"Bruce Dickinson",1,"MPEG audio file",3,"Metal","Roy Z",285257,9435693,"0.99",217,57,"Luis","Rojas","2023-08-20 00:00:00","Calle Lira, 198","Santiago",NULL,"Chile",NULL,"1.98",1,"0.99"
186,"Killing Floor",19,"Chemical Wedding",14,"Bruce Dickinson",1,"MPEG audio file",3,"Metal","Adrian Smith",269557,8854240,"0.99",217,57,"Luis","Rojas","2023-08-20 00:00:00","Calle Lira, 198","Santiago",NULL,"Chile",NULL,"1.98",1,"0.99"
188,"Gates Of Urizen",19,"Chemical Wedding",14,"Bruce Dickinson",1,"MPEG audio file",3,"Metal","Roy Z",265351,8627004,"0.99",218,59,"Puja","Srivastava","2023-08-20 00:00:00","3,Raj Bhavan Road","Bangalore",NULL,"India","560001","1.98",1,"0.99"
190,"Trupets Of Jericho",19,"Chemical Wedding",14,"Bruce Dickinson",1,"MPEG audio file",3,"Metal","Roy Z",359131,11820908,"0.99",218,59,"Puja","Srivastava","2023-08-20 00:00:00","3,Raj Bhavan Road","Bangalore",NULL,"India","560001","1.98",1,"0.99"
192,"The Alchemist",19,"Chemical Wedding",14,"Bruce Dickinson",1,"MPEG audio file",3,"Metal","Roy Z",509413,16545657,"0.99",219,2,"Leonie","Köhler","2023-08-21 00:00:00","Theodor-Heuss-Straße 34","Stuttgart",NULL,"Germany","70174","3.96",1,"0.99"
194,"First Time I Met The Blues",20,"The Best Of Buddy Guy - The Millenium Collection",15,"Buddy Guy",1,"MPEG audio file",6,"Blues","Eurreal Montgomery",140434,4604995,"0.99",219,2,"Leonie","Köhler","2023-08-21 00:00:00","Theodor-Heuss-Straße 34","Stuttgart",NULL,"Germany","70174","3.96",1,"0.99"
196,"Stone Crazy",20,"The Best Of Buddy Guy - The Millenium Collection",15,"Buddy Guy",1,"MPEG audio file",6,"Blues","Buddy Guy",433397,14184984,"0.99",219,2,"Leonie","Köhler","2023-08-21 00:00:00","Theodor-Heuss-Straße 34","Stuttgart",NULL,"Germany","70174","3.96",1,"0.99"
198,"When My Left Eye Jumps",20,"The Best Of Buddy Guy - The Millenium Collection",15,"Buddy Guy",1,"MPEG audio file",6,"Blues","Al Perkins/Willie Dixon",235311,7685363,"0.99",219,2,"Leonie","Köhler","2023-08-21 00:00:00","Theodor-Heuss-Straße 34","Stuttgart",NULL,"Germany","70174","3.96",1,"0.99"
202,"My Time After Awhile",20,"The Best Of Buddy Guy - The Millenium Collection",15,"Buddy Guy",1,"MPEG audio file",6,"Blues","Robert Geddins/Ron Badger/Sheldon Feinberg",182491,6022698,"0.99",220,6,"Helena","Holý","2023-08-22 00:00:00","Rilská 3174/6","Prague",NULL,"Czech Republic","14300","5.94",1,"0.99"
206,"Prenda Minha",21,"Prenda Minha",16,"Caetano Veloso",1,"MPEG audio file",7,"Latin","Tradicional",99369,3225364,"0.99",220,6,"Helena","Holý","2023-08-22 00:00:00","Rilská 3174/6","Prague",NULL,"Czech Republic","14300","5.94",1,"0.99"
210,"Texto ""Verdade Tropical""",21,"Prenda Minha",16,"Caetano Veloso",1,"MPEG audio file",7,"Latin","Caetano Veloso",84088,2752161,"0.99",220,6,"Helena","Holý","2023-08-22 00:00:00","Rilská 3174/6","Prague",NULL,"Czech Republic","14300","5.94",1,"0.99"
214,"Carolina",21,"Prenda Minha",16,"Caetano Veloso",1,"MPEG audio file",7,"Latin","Chico Buarque",181812,5924159,"0.99",220,6,"Helena","Holý","2023-08-22 00:00:00","Rilská 3174/6","Prague",NULL,"Czech Republic","14300","5.94",1,"0.99"
218,"Linha Do Equador",21,"Prenda Minha",16,"Caetano Veloso",1,"MPEG audio file",7,"Latin","Caetano Veloso - Djavan",299337,10003747,"0.99",220,6,"Helena","Holý","2023-08-22 00:00:00","Rilská 3174/6","Prague",NULL,"Czech Republic","14300","5.94",1,"0.99"
222,"Vida Boa",21,"Prenda Minha",16,"Caetano Veloso",1,"MPEG audio file",7,"Latin","Fausto Nilo - Armandinho",281730,9411272,"0.99",220,6,"Helena","Holý","2023-08-22 00:00:00","Rilská 3174/6","Prague",NULL,"Czech Republic","14300","5.94",1,"0.99"
228,"Vai Passar",23,"Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",NULL,369763,12359161,"0.99",221,12,"Roberto","Almeida","2023-08-25 00:00:00","Praça Pio X, 119","Rio de Janeiro","RJ","Brazil","20040-020","8.91",1,"0.99"
234,"Morena De Angola",23,"Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",NULL,186801,6373932,"0.99",221,12,"Roberto","Almeida","2023-08-25 00:00:00","Praça Pio X, 119","Rio de Janeiro","RJ","Brazil","20040-020","8.91",1,"0.99"
240,"Meu Caro Amigo",23,"Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",NULL,260257,8778172,"0.99",221,12,"Roberto","Almeida","2023-08-25 00:00:00","Praça Pio X, 119","Rio de Janeiro","RJ","Brazil","20040-020","8.91",1,"0.99"
246,"Mateus Enter",24,"Afrociberdelia",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin","Chico Science",33149,1103013,"0.99",221,12,"Roberto","Almeida","2023-08-25 00:00:00","Praça Pio X, 119","Rio de Janeiro","RJ","Brazil","20040-020","8.91",1,"0.99"
252,"Samba Do Lado",24,"Afrociberdelia",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin","Chico Science",227317,7541688,"0.99",221,12,"Roberto","Almeida","2023-08-25 00:00:00","Praça Pio X, 119","Rio de Janeiro","RJ","Brazil","20040-020","8.91",1,"0.99"
258,"Um Satélite Na Cabeça",24,"Afrociberdelia",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin","Chico Science",126615,4272821,"0.99",221,12,"Roberto","Almeida","2023-08-25 00:00:00","Praça Pio X, 119","Rio de Janeiro","RJ","Brazil","20040-020","8.91",1,"0.99"
264,"Amor De Muito",24,"Afrociberdelia",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin","Chico Science",175333,5881293,"0.99",221,12,"Roberto","Almeida","2023-08-25 00:00:00","Praça Pio X, 119","Rio de Janeiro","RJ","Brazil","20040-020","8.91",1,"0.99"
270,"Banditismo Por Uma Questa",25,"Da Lama Ao Caos",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin",NULL,243644,8147224,"0.99",221,12,"Roberto","Almeida","2023-08-25 00:00:00","Praça Pio X, 119","Rio de Janeiro","RJ","Brazil","20040-020","8.91",1,"0.99"
276,"Maracatu De Tiro Certeiro",25,"Da Lama Ao Caos",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin",NULL,88868,2901397,"0.99",221,12,"Roberto","Almeida","2023-08-25 00:00:00","Praça Pio X, 119","Rio de Janeiro","RJ","Brazil","20040-020","8.91",1,"0.99"
285,"Soldado Da Paz",26,"Acústico MTV [Live]",19,"Cidade Negra",1,"MPEG audio file",8,"Reggae","Herbert Vianna",194220,6455080,"0.99",222,21,"Kathy","Chase","2023-08-30 00:00:00","801 W 4th Street","Reno","NV","USA","89503","13.86",1,"0.99"
294,"Pensamento",26,"Acústico MTV [Live]",19,"Cidade Negra",1,"MPEG audio file",8,"Reggae","Bino Farias/Da Gamma/Lazão/Rás Bernard",173008,5748424,"0.99",222,21,"Kathy","Chase","2023-08-30 00:00:00","801 W 4th Street","Reno","NV","USA","89503","13.86",1,"0.99"
303,"Falar A Verdade",27,"Cidade Negra - Hits",19,"Cidade Negra",1,"MPEG audio file",8,"Reggae","Bino/Da Gama/Ras Bernardo",244950,8189093,"0.99",222,21,"Kathy","Chase","2023-08-30 00:00:00","801 W 4th Street","Reno","NV","USA","89503","13.86",1,"0.99"
312,"Eu Também Quero Beijar",27,"Cidade Negra - Hits",19,"Cidade Negra",1,"MPEG audio file",8,"Reggae","Fausto Nilo/Moraes Moreira/Pepeu Gomes",211147,7029400,"0.99",222,21,"Kathy","Chase","2023-08-30 00:00:00","801 W 4th Street","Reno","NV","USA","89503","13.86",1,"0.99"
321,"Felicidade Urgente",28,"Na Pista",20,"Cláudio Zoli",1,"MPEG audio file",7,"Latin",NULL,266605,8873358,"0.99",222,21,"Kathy","Chase","2023-08-30 00:00:00","801 W 4th Street","Reno","NV","USA","89503","13.86",1,"0.99"
330,"Levada do Amor (Ailoviu)",29,"Axé Bahia 2001",21,"Various Artists",1,"MPEG audio file",9,"Pop","Luiz Wanderley/Paulo Levi",190093,6457752,"0.99",222,21,"Kathy","Chase","2023-08-30 00:00:00","801 W 4th Street","Reno","NV","USA","89503","13.86",1,"0.99"
339,"Communication Breakdown",30,"BBC Sessions [Disc 1] [Live]",22,"Led Zeppelin",1,"MPEG audio file",1,"Rock","Jimmy Page/John Bonham/John Paul Jones",192653,6287257,"0.99",222,21,"Kathy","Chase","2023-08-30 00:00:00","801 W 4th Street","Reno","NV","USA","89503","13.86",1,"0.99"
348,"I Can't Quit You Baby(2)",30,"BBC Sessions [Disc 1] [Live]",22,"Led Zeppelin",1,"MPEG audio file",1,"Rock","Willie Dixon",380551,12377615,"0.99",222,21,"Kathy","Chase","2023-08-30 00:00:00","801 W 4th Street","Reno","NV","USA","89503","13.86",1,"0.99"
357,"Advance Romance",31,"Bongo Fury",23,"Frank Zappa & Captain Beefheart",1,"MPEG audio file",1,"Rock","Frank Zappa",677694,22080051,"0.99",222,21,"Kathy","Chase","2023-08-30 00:00:00","801 W 4th Street","Reno","NV","USA","89503","13.86",1,"0.99"
366,"Camisa Verde 2001",32,"Carnaval 2001",21,"Various Artists",1,"MPEG audio file",10,"Soundtrack",NULL,283454,9633755,"0.99",222,21,"Kathy","Chase","2023-08-30 00:00:00","801 W 4th Street","Reno","NV","USA","89503","13.86",1,"0.99"
375,"Mas Que Nada",33,"Chill: Brazil (Disc 1)",24,"Marcos Valle",1,"MPEG audio file",7,"Latin","Jorge Ben",248398,8255254,"0.99",222,21,"Kathy","Chase","2023-08-30 00:00:00","801 W 4th Street","Reno","NV","USA","89503","13.86",1,"0.99"
384,"Mistério da Raça",33,"Chill: Brazil (Disc 1)",24,"Marcos Valle",1,"MPEG audio file",7,"Latin","Luiz Melodia/Ricardo Augusto",184320,6191752,"0.99",222,21,"Kathy","Chase","2023-08-30 00:00:00","801 W 4th Street","Reno","NV","USA","89503","13.86",1,"0.99"
393,"Tarde Em Itapoã",34,"Chill: Brazil (Disc 2)",6,"Antônio Carlos Jobim",1,"MPEG audio file",7,"Latin","Vários",313704,10344491,"0.99",222,21,"Kathy","Chase","2023-08-30 00:00:00","801 W 4th Street","Reno","NV","USA","89503","13.86",1,"0.99"
402,"Um Jantar Pra Dois",34,"Chill: Brazil (Disc 2)",6,"Antônio Carlos Jobim",1,"MPEG audio file",7,"Latin","Vários",237714,7819755,"0.99",222,21,"Kathy","Chase","2023-08-30 00:00:00","801 W 4th Street","Reno","NV","USA","89503","13.86",1,"0.99"
416,"Whiskey In The Jar",35,"Garage Inc. (Disc 1)",50,"Metallica",1,"MPEG audio file",3,"Metal","Traditional",305005,9943129,"0.99",223,35,"Madalena","Sampaio","2023-09-07 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"0.99",1,"0.99"
417,"Tuesday's Gone",35,"Garage Inc. (Disc 1)",50,"Metallica",1,"MPEG audio file",3,"Metal","Collins/Van Zandt",545750,17900787,"0.99",224,36,"Hannah","Schneider","2023-09-20 00:00:00","Tauentzienstraße 8","Berlin",NULL,"Germany","10789","1.98",1,"0.99"
418,"The More I See",35,"Garage Inc. (Disc 1)",50,"Metallica",1,"MPEG audio file",3,"Metal","Molaney/Morris/Roberts/Wainwright",287973,9378873,"0.99",224,36,"Hannah","Schneider","2023-09-20 00:00:00","Tauentzienstraße 8","Berlin",NULL,"Germany","10789","1.98",1,"0.99"
420,"Under Pressure",36,"Greatest Hits II",51,"Queen",1,"MPEG audio file",1,"Rock","Queen & David Bowie",236617,7739042,"0.99",225,38,"Niklas","Schröder","2023-09-20 00:00:00","Barbarossastraße 19","Berlin",NULL,"Germany","10779","1.98",1,"0.99"
422,"I Want It All",36,"Greatest Hits II",51,"Queen",1,"MPEG audio file",1,"Rock","Queen",241684,7876564,"0.99",225,38,"Niklas","Schröder","2023-09-20 00:00:00","Barbarossastraße 19","Berlin",NULL,"Germany","10779","1.98",1,"0.99"
424,"Innuendo",36,"Greatest Hits II",51,"Queen",1,"MPEG audio file",1,"Rock","Queen",387761,12664591,"0.99",226,40,"Dominique","Lefebvre","2023-09-21 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","3.96",1,"0.99"
426,"Breakthru",36,"Greatest Hits II",51,"Queen",1,"MPEG audio file",1,"Rock","Queen",249234,8150479,"0.99",226,40,"Dominique","Lefebvre","2023-09-21 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","3.96",1,"0.99"
428,"Headlong",36,"Greatest Hits II",51,"Queen",1,"MPEG audio file",1,"Rock","Queen",273057,8921404,"0.99",226,40,"Dominique","Lefebvre","2023-09-21 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","3.96",1,"0.99"
430,"I'm Going Slightly Mad",36,"Greatest Hits II",51,"Queen",1,"MPEG audio file",1,"Rock","Queen",248032,8192339,"0.99",226,40,"Dominique","Lefebvre","2023-09-21 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","3.96",1,"0.99"
434,"The Show Must Go On",36,"Greatest Hits II",51,"Queen",1,"MPEG audio file",1,"Rock","Queen",263784,8526760,"0.99",227,44,"Terhi","Hämäläinen","2023-09-22 00:00:00","Porthaninkatu 9","Helsinki",NULL,"Finland","00530","5.94",1,"0.99"
438,"Hard Luck Woman",37,"Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock","Paul Stanley",216032,7109267,"0.99",227,44,"Terhi","Hämäläinen","2023-09-22 00:00:00","Porthaninkatu 9","Helsinki",NULL,"Finland","00530","5.94",1,"0.99"
442,"Goin' Blind",37,"Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock","Gene Simmons, S. Coronel",216215,7045314,"0.99",227,44,"Terhi","Hämäläinen","2023-09-22 00:00:00","Porthaninkatu 9","Helsinki",NULL,"Finland","00530","5.94",1,"0.99"
446,"I Was Made For Loving You",37,"Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock","Paul Stanley, Vincent Poncia, Desmond Child",271360,9018078,"0.99",227,44,"Terhi","Hämäläinen","2023-09-22 00:00:00","Porthaninkatu 9","Helsinki",NULL,"Finland","00530","5.94",1,"0.99"
450,"Beth",37,"Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock","S. Penridge, Bob Ezrin, Peter Criss",166974,5360574,"0.99",227,44,"Terhi","Hämäläinen","2023-09-22 00:00:00","Porthaninkatu 9","Helsinki",NULL,"Finland","00530","5.94",1,"0.99"
454,"Plaster Caster",37,"Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock","Gene Simmons",207333,6801116,"0.99",227,44,"Terhi","Hämäläinen","2023-09-22 00:00:00","Porthaninkatu 9","Helsinki",NULL,"Finland","00530","5.94",1,"0.99"
460,"Playtime",38,"Heart of the Night",53,"Spyro Gyra",1,"MPEG audio file",2,"Jazz",NULL,273580,9070880,"0.99",228,50,"Enrique","Muñoz","2023-09-25 00:00:00","C/ San Bernardo 85","Madrid",NULL,"Spain","28015","8.91",1,"0.99"
466,"J Squared",38,"Heart of the Night",53,"Spyro Gyra",1,"MPEG audio file",2,"Jazz",NULL,288757,9480777,"0.99",228,50,"Enrique","Muñoz","2023-09-25 00:00:00","C/ San Bernardo 85","Madrid",NULL,"Spain","28015","8.91",1,"0.99"
472,"Basket Case",39,"International Superhits",54,"Green Day",1,"MPEG audio file",4,"Alternative & Punk","Billie Joe Armstrong -Words Green Day -Music",181629,5951736,"0.99",228,50,"Enrique","Muñoz","2023-09-25 00:00:00","C/ San Bernardo 85","Madrid",NULL,"Spain","28015","8.91",1,"0.99"
478,"Jaded",39,"International Superhits",54,"Green Day",1,"MPEG audio file",4,"Alternative & Punk","Billie Joe Armstrong -Words Green Day -Music",90331,2950224,"0.99",228,50,"Enrique","Muñoz","2023-09-25 00:00:00","C/ San Bernardo 85","Madrid",NULL,"Spain","28015","8.91",1,"0.99"
484,"Nice Guys Finish Last",39,"International Superhits",54,"Green Day",1,"MPEG audio file",4,"Alternative & Punk","Billie Joe Armstrong -Words Green Day -Music",170187,5604618,"0.99",228,50,"Enrique","Muñoz","2023-09-25 00:00:00","C/ San Bernardo 85","Madrid",NULL,"Spain","28015","8.91",1,"0.99"
490,"River Song",40,"Into The Light",55,"David Coverdale",1,"MPEG audio file",1,"Rock","David Coverdale",439510,14359478,"0.99",228,50,"Enrique","Muñoz","2023-09-25 00:00:00","C/ San Bernardo 85","Madrid",NULL,"Spain","28015","8.91",1,"0.99"
496,"Living On Love",40,"Into The Light",55,"David Coverdale",1,"MPEG audio file",1,"Rock","Bossi/David Coverdale/Earl Slick",391549,12785876,"0.99",228,50,"Enrique","Muñoz","2023-09-25 00:00:00","C/ San Bernardo 85","Madrid",NULL,"Spain","28015","8.91",1,"0.99"
502,"Não Dá Mais Pra Segurar (Explode Coração)",41,"Meus Momentos",56,"Gonzaguinha",1,"MPEG audio file",7,"Latin",NULL,219768,7083012,"0.99",228,50,"Enrique","Muñoz","2023-09-25 00:00:00","C/ San Bernardo 85","Madrid",NULL,"Spain","28015","8.91",1,"0.99"
508,"Eu Apenas Queria Que Voçê Soubesse",41,"Meus Momentos",56,"Gonzaguinha",1,"MPEG audio file",7,"Latin",NULL,155637,5130056,"0.99",228,50,"Enrique","Muñoz","2023-09-25 00:00:00","C/ San Bernardo 85","Madrid",NULL,"Spain","28015","8.91",1,"0.99"
517,"Um Indio",23,"Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",NULL,195944,6453213,"0.99",229,59,"Puja","Srivastava","2023-09-30 00:00:00","3,Raj Bhavan Road","Bangalore",NULL,"India","560001","13.86",1,"0.99"
526,"Fora Da Ordem",23,"Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",NULL,354011,11746781,"0.99",229,59,"Puja","Srivastava","2023-09-30 00:00:00","3,Raj Bhavan Road","Bangalore",NULL,"India","560001","13.86",1,"0.99"
535,"Chão De Estrelas",42,"Minha História",57,"Os Mutantes",1,"MPEG audio file",4,"Alternative & Punk","Orestes Barbosa-Sílvio Caldas",284813,9433620,"0.99",229,59,"Puja","Srivastava","2023-09-30 00:00:00","3,Raj Bhavan Road","Bangalore",NULL,"India","560001","13.86",1,"0.99"
544,"Stormbringer",43,"MK III The Final Concerts [Disc 1]",58,"Deep Purple",1,"MPEG audio file",1,"Rock","Coverdale",277133,9050022,"0.99",229,59,"Puja","Srivastava","2023-09-30 00:00:00","3,Raj Bhavan Road","Bangalore",NULL,"India","560001","13.86",1,"0.99"
